User_ID,Product_ID,Category,Add_to_Cart_Timestamp,Purchase_Timestamp,Cart_Duration_Minutes,Purchase_Flag
U0388,P00651,Fitness,2025-03-19 20:29:00,2025-03-19 20:44:00,23.77,1
U0002,P00633,Fitness,2025-03-26 16:08:00,2025-03-26 16:23:00,25.28,1
U0390,P00577,Books,2025-01-17 04:57:00,2025-01-17 05:12:00,1.63,1
U0566,P00619,Beauty,2025-02-26 19:39:00,2025-02-26 19:54:00,17.59,1
U0106,P00659,Beauty,2025-02-07 10:18:00,2025-02-07 11:18:00,4.12,1
U0772,P00137,Fitness,2025-04-10 17:32:00,2025-04-10 17:37:00,2.66,1
U0822,P00923,Electronics,2025-01-13 13:55:00,2025-01-13 14:00:00,1.85,1
U0477,P00674,Grocery,2025-04-07 10:48:00,2025-04-07 11:03:00,16.76,1
U0703,P00428,Grocery,2025-02-05 11:09:00,2025-02-05 11:24:00,4.99,1
U0402,P00452,Beauty,2025-04-05 05:56:00,2025-04-05 06:11:00,12.51,1
U0730,P00612,Grocery,2025-01-01 06:57:00,,,0
,P00850,Beauty,2025-04-01 20:27:00,,,0
U0162,P00911,Fitness,2025-03-21 23:45:00,2025-03-22 00:00:00,18.82,1
U0202,P00819,Clothing,2025-03-28 19:19:00,,,0
U0958,P00141,Grocery,2025-02-23 04:55:00,2025-02-23 05:10:00,20.26,1
U0996,P00083,Grocery,2025-01-21 17:46:00,2025-01-21 18:01:00,5.19,1
U0270,P00177,Grocery,2025-03-11 18:32:00,,,0
U0863,P00198,Grocery,2025-03-06 12:02:00,,,0
U0816,P00624,Clothing,2025-02-11 20:34:00,,,0
U0271,P00568,Electronics,2025-02-09 02:24:00,2025-02-09 02:29:00,28.71,1
U0456,P00972,Electronics,2025-02-24 19:51:00,2025-02-24 19:56:00,29.16,1
U0462,P00691,Fitness,2025-02-13 12:33:00,2025-02-13 13:33:00,17.79,1
U0727,P00421,Fitness,2025-03-26 23:54:00,2025-03-27 00:54:00,5.77,1
U0252,P00401,Clothing,2025-03-28 05:50:00,2025-03-28 05:55:00,3.55,1
U0702,P00698,Grocery,2025-03-18 16:22:00,,,0
U0296,P00471,Grocery,2025-03-14 16:01:00,2025-03-14 17:01:00,16.42,1
U0725,P00218,Books,2025-01-19 18:55:00,2025-01-19 19:10:00,10.83,1
U0720,P00925,Fitness,2025-01-07 21:41:00,2025-01-07 22:41:00,7.34,1
U0749,P00929,Clothing,2025-02-11 19:08:00,2025-02-11 20:08:00,16.44,1
U0338,P00828,Clothing,2025-01-17 14:01:00,2025-01-17 14:06:00,21.25,1
U0879,P00987,Grocery,2025-03-04 03:18:00,,,0
U0053,P00729,Books,2025-01-17 04:38:00,2025-01-17 04:53:00,26.03,1
U0792,P00632,Grocery,2025-03-23 20:53:00,2025-03-23 20:58:00,28.19,1
U0922,P00951,Beauty,2025-03-12 16:38:00,,,0
U0217,P00906,Grocery,2025-02-05 07:44:00,,,0
U0764,P00175,Grocery,2025-01-04 05:24:00,,,0
U0188,P00023,Fitness,2025-03-10 11:03:00,,,0
U0380,P00725,Clothing,2025-03-29 08:03:00,2025-03-29 09:03:00,16.88,1
U0493,P00917,Grocery,2025-02-20 23:13:00,,,0
U0041,P00235,Electronics,2025-03-10 17:41:00,2025-03-10 17:46:00,7.19,1
U0157,P00013,Electronics,2025-02-26 18:11:00,2025-02-26 22:11:00,14.42,1
U0015,P00101,Fitness,2025-03-23 16:29:00,2025-03-23 17:29:00,8.02,1
U0813,P00929,Clothing,2025-03-29 10:34:00,2025-03-29 10:39:00,2.14,1
U0065,P00536,Books,2025-01-23 16:00:00,2025-01-23 17:00:00,22.34,1
U0857,P00876,Beauty,2025-03-20 08:14:00,2025-03-20 09:14:00,15.2,1
U0839,P00523,Beauty,2025-01-28 23:59:00,2025-01-29 00:59:00,26.08,1
U0521,P00785,Fitness,2025-02-04 21:26:00,2025-02-04 21:31:00,23.75,1
U0344,P00452,Electronics,2025-03-24 12:11:00,,,0
U0129,P00431,Electronics,2025-01-20 00:20:00,2025-01-20 00:25:00,8.76,1
U0648,P00793,Electronics,2025-02-18 12:00:00,2025-02-18 12:15:00,15.28,1
U0472,P00606,Grocery,2025-01-10 14:58:00,,,0
U0063,P00713,Clothing,2025-02-28 06:59:00,2025-02-28 07:59:00,22.66,1
U0139,P00533,Clothing,2025-03-27 17:47:00,2025-03-27 18:02:00,22.75,1
U0499,P00852,Electronics,2025-02-15 17:58:00,2025-02-15 18:03:00,5.2,1
U0593,P00979,Clothing,2025-02-08 16:28:00,2025-02-08 17:28:00,19.46,1
U0392,P00723,Electronics,2025-03-23 11:07:00,,,0
U0675,P00652,Electronics,2025-02-23 01:06:00,,,0
U0419,P00293,Fitness,2025-02-05 17:59:00,2025-02-05 21:59:00,17.6,1
U0289,P00810,Clothing,2025-02-07 08:58:00,2025-02-07 09:03:00,22.06,1
U0379,P00913,Beauty,2025-03-14 13:07:00,2025-03-14 13:22:00,2.21,1
U0773,P00101,Books,2025-02-20 02:17:00,2025-02-20 02:22:00,8.34,1
U0490,P00502,Grocery,2025-01-05 13:27:00,2025-01-05 13:42:00,18.51,1
U0231,P00304,Beauty,2025-01-30 03:38:00,2025-01-30 03:53:00,19.38,1
U0041,P00871,Fitness,2025-03-25 11:01:00,2025-03-25 11:16:00,11.04,1
U0028,P00540,Grocery,2025-03-19 21:30:00,2025-03-19 22:30:00,26.22,1
U0135,P00553,Grocery,2025-01-23 15:19:00,2025-01-23 15:34:00,22.45,1
U0201,P00355,Books,2025-02-07 22:03:00,2025-02-07 23:03:00,14.51,1
U0840,P00303,Grocery,2025-03-20 23:24:00,,,0
U0780,P00496,Fitness,2025-01-01 06:56:00,2025-01-01 07:56:00,13.77,1
U0930,P00658,Grocery,2025-04-05 11:41:00,2025-04-05 15:41:00,27.39,1
U0033,P00768,Fitness,2025-01-05 11:49:00,2025-01-05 15:49:00,29.68,1
U0048,P00974,Books,2025-02-11 05:59:00,2025-02-11 06:14:00,15.26,1
U0503,P00227,Electronics,2025-01-12 06:17:00,2025-01-12 06:22:00,26.51,1
U0407,P00236,Beauty,2025-03-07 09:14:00,2025-03-07 09:19:00,3.93,1
U0574,P00873,Grocery,2025-04-04 11:57:00,2025-04-04 12:12:00,18.69,1
U0728,P00892,Clothing,2025-01-17 03:06:00,2025-01-17 04:06:00,18.45,1
U0805,P00455,Grocery,2025-03-03 08:30:00,,,0
U0099,P00013,Clothing,2025-02-03 05:49:00,,,0
U0684,P00210,Books,2025-02-14 18:33:00,2025-02-14 18:38:00,6.27,1
U0872,P00741,Grocery,2025-02-13 14:13:00,,,0
U0726,P00397,Electronics,2025-03-11 17:36:00,2025-03-11 17:51:00,20.47,1
U0987,P00100,Clothing,2025-02-01 02:02:00,,,0
U0547,P00031,Grocery,2025-03-27 21:09:00,2025-03-27 21:14:00,22.28,1
U0961,P00898,Beauty,2025-02-20 02:11:00,2025-02-20 02:16:00,28.88,1
U0739,P00528,Grocery,2025-04-03 15:16:00,2025-04-03 15:31:00,23.16,1
U0613,P00649,Books,2025-01-07 12:55:00,,,0
U0943,P00329,Beauty,2025-03-07 03:09:00,2025-03-07 03:24:00,27.7,1
U0462,P00166,Clothing,2025-03-29 16:51:00,2025-03-29 16:56:00,19.55,1
U0643,P00459,Electronics,2025-01-06 18:04:00,,,0
U0769,P00822,Beauty,2025-04-06 09:08:00,,,0
U0005,P00952,Fitness,2025-04-01 12:18:00,2025-04-01 12:23:00,6.27,1
U0218,P00982,Electronics,2025-01-21 23:37:00,2025-01-22 03:37:00,8.28,1
U0503,P00993,Electronics,2025-01-04 23:58:00,2025-01-05 00:13:00,5.23,1
U0767,P00100,Books,2025-04-09 02:03:00,2025-04-09 02:18:00,19.95,1
U0398,P00621,Clothing,2025-02-09 15:53:00,2025-02-09 16:08:00,13.61,1
U0871,P00855,Fitness,2025-02-04 23:43:00,2025-02-04 23:58:00,23.12,1
U0795,P00173,Beauty,2025-03-30 07:12:00,2025-03-30 08:12:00,14.5,1
U0393,P00749,Books,2025-03-09 13:13:00,2025-03-09 14:13:00,14.75,1
U0207,P00162,Beauty,2025-01-13 05:16:00,2025-01-13 05:31:00,6.77,1
U0015,P00905,Fitness,2025-02-05 07:48:00,2025-02-05 11:48:00,28.49,1
U0858,P00728,Electronics,2025-04-09 16:40:00,2025-04-09 20:40:00,12.28,1
U0554,P00776,Clothing,2025-01-02 12:51:00,2025-01-02 13:06:00,1.31,1
U0892,P00263,Electronics,2025-03-07 19:27:00,2025-03-07 19:32:00,5.67,1
U0461,P00804,Clothing,2025-02-12 21:46:00,2025-02-12 22:46:00,20.09,1
U0691,P00274,Electronics,2025-02-24 02:34:00,2025-02-24 06:34:00,26.23,1
U0575,P00003,Beauty,2025-03-01 11:23:00,2025-03-01 12:23:00,11.47,1
U0864,P00028,Beauty,2025-03-10 19:38:00,2025-03-10 20:38:00,21.15,1
U0743,P00326,Clothing,2025-02-08 12:40:00,2025-02-08 12:55:00,7.27,1
U0241,P00940,Clothing,2025-02-26 20:44:00,2025-02-26 21:44:00,24.22,1
U0564,P00149,Clothing,2025-01-12 12:55:00,2025-01-12 13:10:00,21.81,1
U0096,P00540,Fitness,2025-03-15 00:56:00,,,0
U0900,P00488,Electronics,2025-02-09 21:15:00,2025-02-09 22:15:00,-5.0,1
U0734,P00822,Beauty,2025-02-14 02:02:00,2025-02-14 02:17:00,7.48,1
U0485,P00438,Books,2025-01-05 10:06:00,2025-01-05 10:21:00,26.21,1
U0407,P00065,Grocery,2025-02-25 09:41:00,,,0
U0231,P00356,Grocery,2025-02-03 02:07:00,2025-02-03 02:22:00,22.76,1
U0749,P00533,Books,2025-01-31 10:44:00,2025-01-31 11:44:00,18.6,1
U0655,P00252,Fitness,2025-03-12 12:01:00,2025-03-12 13:01:00,7.56,1
U0171,P00235,Grocery,2025-03-11 08:31:00,2025-03-11 12:31:00,20.83,1
U0541,P00227,Clothing,2025-01-20 01:49:00,2025-01-20 01:54:00,8.45,1
U0036,P00525,Books,2025-03-21 11:06:00,2025-03-21 12:06:00,15.87,1
U0525,P00313,Beauty,2025-02-08 16:44:00,,,0
U0160,P00049,Grocery,2025-01-11 05:22:00,,,0
U0839,P00118,Beauty,2025-04-01 13:05:00,2025-04-01 14:05:00,8.32,1
U0699,P00054,Fitness,2025-02-07 01:21:00,,,0
U0243,P00650,Clothing,2025-03-25 14:59:00,2025-03-25 15:59:00,29.41,1
U0086,P00565,Grocery,2025-04-03 07:36:00,2025-04-03 07:51:00,18.4,1
U0796,P00044,Grocery,2025-02-18 19:32:00,2025-02-18 20:32:00,21.03,1
U0578,P00815,Books,2025-01-22 17:46:00,2025-01-22 17:51:00,12.92,1
U0682,P00053,Clothing,2025-01-05 06:17:00,2025-01-05 06:32:00,10.15,1
U0557,P00586,Books,2025-02-07 21:52:00,2025-02-07 22:07:00,2.2,1
U0574,P00558,Books,2025-02-06 18:30:00,,,0
U0953,P00525,Beauty,2025-03-05 09:14:00,2025-03-05 13:14:00,9.43,1
U0646,P00677,Grocery,2025-02-11 15:43:00,2025-02-11 16:43:00,10.74,1
U0796,P00102,Grocery,2025-03-23 22:32:00,2025-03-23 22:47:00,15.81,1
U0028,P00792,Grocery,2025-01-16 21:37:00,2025-01-16 21:42:00,6.51,1
U0620,P00770,Grocery,2025-02-04 01:27:00,2025-02-04 01:42:00,8.06,1
U0556,P00982,Books,2025-01-02 12:40:00,2025-01-02 13:40:00,10.36,1
U0340,P00849,Clothing,2025-03-21 04:54:00,2025-03-21 05:09:00,21.95,1
U0798,P00868,Grocery,2025-04-02 20:38:00,2025-04-02 20:53:00,29.15,1
U0958,P00398,Grocery,2025-02-14 19:23:00,2025-02-14 19:38:00,4.44,1
U0331,P00138,Fitness,2025-03-02 12:26:00,2025-03-02 16:26:00,19.57,1
U0640,P00675,Electronics,2025-01-26 06:41:00,,,0
U0506,P00921,Clothing,2025-02-16 20:58:00,2025-02-16 21:58:00,4.42,1
U0348,P00387,Books,2025-02-07 04:22:00,2025-02-07 04:37:00,18.17,1
U0473,P00111,Clothing,2025-04-02 01:52:00,2025-04-02 02:07:00,27.44,1
U0231,P00614,Fitness,2025-01-15 15:30:00,2025-01-15 15:35:00,9.42,1
U0190,P00017,Fitness,2025-01-19 08:28:00,2025-01-19 08:33:00,23.5,1
U0225,P00780,Fitness,2025-02-23 18:38:00,2025-02-23 18:43:00,29.69,1
U0385,P00182,Beauty,2025-01-04 02:55:00,2025-01-04 03:00:00,17.99,1
U0377,P00884,Beauty,2025-03-05 19:10:00,2025-03-05 19:15:00,0.88,1
U0283,P00536,Books,2025-04-07 05:57:00,2025-04-07 06:12:00,3.32,1
U0958,P00541,Beauty,2025-03-16 00:20:00,2025-03-16 00:25:00,1.54,1
U0633,P00171,Beauty,2025-02-08 05:45:00,2025-02-08 06:45:00,27.11,1
U0628,P00409,Books,2025-03-07 03:10:00,,,0
U0973,P00740,Clothing,2025-03-23 00:34:00,,,0
U0745,P00378,Clothing,2025-02-04 06:00:00,2025-02-04 06:05:00,4.09,1
U0259,P00188,Books,2025-01-25 10:37:00,2025-01-25 10:52:00,22.26,1
U0359,P00858,Beauty,2025-03-25 02:50:00,,,0
U0710,P00230,Beauty,2025-01-02 17:43:00,2025-01-02 17:48:00,5.82,1
U0456,P00833,Fitness,2025-03-05 09:04:00,,,0
U0411,P00852,Clothing,2025-01-09 01:33:00,2025-01-09 02:33:00,23.7,1
U0649,P00119,Clothing,2025-03-01 05:30:00,,,0
U0318,P00156,Electronics,2025-01-10 17:11:00,,,0
U0677,P00784,Grocery,2025-02-05 21:20:00,2025-02-05 22:20:00,15.39,1
U0225,P00687,Electronics,2025-02-18 14:05:00,2025-02-18 15:05:00,15.32,1
U0819,P00465,Books,2025-02-18 02:09:00,2025-02-18 02:24:00,27.74,1
U0234,P00104,Clothing,2025-01-05 13:25:00,2025-01-05 13:30:00,9.51,1
U0684,P00604,Books,2025-03-02 20:44:00,2025-03-02 20:59:00,1.74,1
U0664,P00698,Clothing,2025-03-31 05:43:00,2025-03-31 05:48:00,1.92,1
U0975,P00972,Fitness,2025-01-26 07:04:00,2025-01-26 07:09:00,20.36,1
U0827,P00795,Clothing,2025-01-15 15:00:00,2025-01-15 15:15:00,13.09,1
U0374,P00502,Grocery,2025-01-16 04:02:00,,,0
U0672,P00693,Clothing,2025-02-21 14:30:00,2025-02-21 14:35:00,14.21,1
U0608,P00682,Fitness,2025-01-13 23:15:00,2025-01-13 23:30:00,14.78,1
U0472,P00699,Clothing,2025-02-24 10:20:00,2025-02-24 10:35:00,14.21,1
U0233,P00175,Grocery,2025-03-07 21:26:00,2025-03-07 22:26:00,23.05,1
U0692,P00734,Electronics,2025-02-07 05:45:00,2025-02-07 05:50:00,21.56,1
U0113,P00745,Grocery,2025-03-30 10:07:00,,,0
U0830,P00674,Books,2025-01-08 00:52:00,2025-01-08 01:52:00,2.52,1
U0497,P00421,Grocery,2025-03-12 05:20:00,2025-03-12 06:20:00,8.54,1
U0442,P00134,Electronics,2025-03-13 18:53:00,2025-03-13 18:58:00,5.21,1
U0564,P00391,Clothing,2025-03-04 20:55:00,2025-03-04 21:10:00,3.0,1
U0268,P00992,Clothing,2025-01-20 07:57:00,,,0
U0510,P00736,Fitness,2025-02-15 17:56:00,2025-02-15 18:11:00,9.09,1
U0807,P00501,Beauty,2025-04-03 15:08:00,2025-04-03 15:23:00,19.48,1
U0386,P00665,Electronics,2025-01-15 09:28:00,2025-01-15 09:33:00,20.51,1
U0387,P00033,Electronics,2025-03-21 03:19:00,,,0
U0113,P00055,Clothing,2025-02-06 21:06:00,2025-02-06 21:11:00,17.98,1
U0613,P00954,Beauty,2025-01-23 08:39:00,,,0
U0625,P00519,Clothing,2025-04-03 15:37:00,2025-04-03 15:52:00,17.11,1
U0952,P00756,Clothing,2025-01-28 15:37:00,2025-01-28 16:37:00,19.15,1
U0081,P00825,Fitness,2025-01-31 13:52:00,2025-01-31 14:52:00,25.72,1
U0699,P00638,Grocery,2025-04-07 08:56:00,2025-04-07 09:01:00,8.55,1
U0113,P00012,Books,2025-04-01 23:12:00,2025-04-01 23:27:00,5.73,1
U0002,P00528,Electronics,2025-03-31 18:48:00,2025-03-31 19:03:00,19.65,1
U0642,P00720,Fitness,2025-02-12 07:22:00,2025-02-12 07:27:00,7.34,1
U0220,P00555,Beauty,2025-04-03 04:41:00,,,0
U0566,P00373,Books,2025-01-07 09:35:00,2025-01-07 09:40:00,16.0,1
U0855,P00484,Fitness,2025-01-27 13:01:00,2025-01-27 14:01:00,14.68,1
U0997,P00973,Fitness,2025-01-25 08:52:00,2025-01-25 09:07:00,6.25,1
U0736,P00647,Clothing,2025-01-27 00:22:00,2025-01-27 00:27:00,27.49,1
U0225,P00228,Electronics,2025-03-15 09:51:00,2025-03-15 10:51:00,12.62,1
U0385,P00623,Fitness,2025-01-25 21:02:00,2025-01-25 22:02:00,9.06,1
U0403,P00307,Fitness,2025-01-06 05:52:00,2025-01-06 06:07:00,26.85,1
U0638,P00457,Grocery,2025-03-07 17:22:00,2025-03-07 18:22:00,18.29,1
U0130,P00160,Clothing,2025-01-02 11:21:00,2025-01-02 11:36:00,26.27,1
U0053,P00331,Books,2025-02-06 19:38:00,,,0
U0684,P00776,Books,2025-01-24 15:19:00,2025-01-24 15:34:00,7.88,1
U0730,P00225,Books,2025-03-06 00:16:00,2025-03-06 00:31:00,1.12,1
U0672,P00983,Fitness,2025-01-01 20:51:00,2025-01-02 00:51:00,14.87,1
U0710,P00729,Electronics,2025-04-04 08:46:00,InvalidDate,16.34,1
U0416,P00504,Books,2025-01-03 13:54:00,2025-01-03 14:09:00,14.54,1
U0247,P00456,Clothing,2025-03-16 23:21:00,2025-03-16 23:36:00,24.1,1
U0836,P00045,Electronics,2025-03-05 11:44:00,,,0
U0439,P00214,Beauty,2025-01-26 12:00:00,,,0
U0203,P00059,Fitness,2025-01-24 09:34:00,2025-01-24 13:34:00,25.06,1
U0184,P00644,Beauty,2025-01-24 03:15:00,2025-01-24 03:30:00,11.03,1
U0123,P00616,Books,2025-01-16 16:50:00,2025-01-16 17:50:00,21.86,1
U0401,P00195,Books,2025-02-23 14:15:00,2025-02-23 14:30:00,14.77,1
U0767,P00925,Books,2025-01-15 01:10:00,2025-01-15 01:25:00,26.42,1
U0294,P00489,Electronics,2025-03-06 14:25:00,,,0
U0280,P00157,Fitness,2025-03-09 10:04:00,2025-03-09 10:09:00,4.12,1
U0837,P00610,Beauty,2025-04-09 12:09:00,2025-04-09 12:24:00,12.78,1
U0884,P00226,Grocery,2025-03-16 17:33:00,,,0
U0610,P00412,Fitness,2025-02-10 09:49:00,2025-02-10 13:49:00,16.17,1
U0198,P00205,Grocery,2025-03-28 06:58:00,2025-03-28 07:03:00,23.79,1
U0982,P00079,Electronics,2025-02-08 02:11:00,2025-02-08 02:16:00,19.37,1
U0907,P00124,Books,2025-01-07 16:25:00,2025-01-07 17:25:00,12.71,1
U0511,P00471,Electronics,2025-02-02 04:47:00,2025-02-02 05:02:00,28.03,1
U0752,P00940,Beauty,2025-03-20 01:40:00,2025-03-20 01:55:00,8.9,1
U0144,P00218,Grocery,2025-03-12 03:19:00,2025-03-12 03:34:00,1.04,1
U0609,P00516,Fitness,2025-02-05 12:00:00,,,0
U0201,P00602,Grocery,2025-03-01 23:34:00,2025-03-01 23:49:00,29.64,1
U0124,P00104,Clothing,2025-01-30 21:35:00,2025-01-30 21:50:00,11.01,1
U0187,P00393,Electronics,2025-02-24 15:57:00,2025-02-24 16:12:00,8.49,1
U0326,P00631,Books,2025-03-24 00:04:00,2025-03-24 00:09:00,6.8,1
U0464,P00645,Grocery,2025-02-20 21:23:00,2025-02-20 21:38:00,27.11,1
U0349,P00824,Grocery,2025-02-22 03:35:00,,,0
U0771,P00608,Beauty,2025-03-09 03:51:00,,,0
U0660,P00980,Grocery,2025-02-22 17:49:00,2025-02-22 17:54:00,21.06,1
U0764,P00434,Clothing,2025-03-21 08:17:00,,,0
U0955,P00331,Electronics,2025-01-22 01:20:00,2025-01-22 01:35:00,15.72,1
U0932,P00143,Grocery,2025-04-10 11:38:00,2025-04-10 12:38:00,13.03,1
